condition_id	icd10_code	created_at	updated_at
c_9894	S92.909P	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9894	S92.909S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3742	R00.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2174	G20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9094	Q75.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3560	E04.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8168	D69.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10645	D22.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21221	Z88.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11110	D64.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2722	R59.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9191	Q85.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2939	K92.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2940	D64.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8335	D89.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8335	I79.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8134	D12.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9903	L08.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309B	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309P	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9893	S42.309S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2217	I20.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14675	B15.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19538	I61.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4945	F29	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6665	R78.81	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4121	Z87.898	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7286	P07.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8639	R68.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8640	I49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2400	N17.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11084	Q55.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10436	Q78.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3498	N20.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_23454	M79.673	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10741	M12.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10418	D27.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9617	T14.8XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9617	T14.8XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9617	T14.8XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9581	Z20.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2322	M45.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4234	A63.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2877	J67.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2078	K80.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9988	H15.009	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10706	C96.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10654	M79.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10696	D76.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6536	O47.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_20713	A08.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6439	K76.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8785	T82.9XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8785	T82.9XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8785	T82.9XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8785	Y71.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5116	B00.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22006	M79.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2131	C49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4712	F10.231	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4337	K56.690	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3081	G24.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3081	T50.905A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3081	T50.905D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3081	T50.905S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10403	C64.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10393	D17.71	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11544	D70.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9293	R18.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10287	C79.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8343	J98.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2138	C43.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3368	K56.609	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8170	D73.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9945	J35.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8622	Q89.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9129	Q75.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3855	Q25.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9130	Z21	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9417	K62.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10349	C80.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16624	Q13.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2894	Q25.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2904	G51.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9684	N64.52	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2323	M02.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10724	D59.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9276	H92.09	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10687	L98.499	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9798	J60	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2148	E21.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9808	M25.569	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4249	D69.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4250	I60.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29971	H44.709	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8752	A69.23	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9825	K56.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8377	N36.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2122	B37.31	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8177	R41.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3282	N40.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10678	L21.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10342	C80.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8204	J98.51	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8194	J05.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11074	G62.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2338	C55	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3846	M85.80	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19513	T85.730A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19513	T85.730D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19513	T85.730S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19513	B99.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2886	I35.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9590	K08.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9589	K14.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21819	L08.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21820	L93.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2921	C32.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10592	H61.009	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10602	Q82.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10583	D23.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8334	I67.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21811	D23.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3976	R45.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11466	T80.90XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11466	T80.90XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11466	T80.90XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2252	K51.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4451	I31.39	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10453	C71.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7077	K31.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2714	C78.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2868	E26.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14834	B40.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8742	K65.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8638	D61.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8638	T50.905A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8638	T50.905D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8638	T50.905S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11457	N19	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6345	K76.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3628	R00.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10723	E11.21	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9416	S02.30XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9416	S02.30XB	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9416	S02.30XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9416	S02.30XG	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9416	S02.30XK	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9416	S02.30XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9434	H52.31	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21749	L08.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21750	L53.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_12913	D70.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_12913	A41.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10419	C62.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10420	D27.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4354	N28.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8535	G98.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10619	I78.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10620	D18.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21776	L03.039	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9667	R14.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8160	E87.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8159	E83.39	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2340	C56.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2339	C53.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8144	E55.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8247	L85.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6423	D12.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4138	R20.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2147	E78.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19512	T85.09XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19512	T85.09XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19512	T85.09XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19512	Y75.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9754	K05.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22136	L03.119	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11215	T67.5XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11215	T67.5XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11215	T67.5XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2208	R07.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2198	H83.2X9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2235	R06.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109B	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109P	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9912	S42.109S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16258	G40.309	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4658	T56.0X1A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4658	T56.0X1D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4658	T56.0X1S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29952	S05.90XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29952	S05.90XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29952	S05.90XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3776	K13.70	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4902	D24.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11145	G30.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11145	F02.80	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2931	N25.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8351	N84.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10202	T14.8XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10202	T14.8XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10202	T14.8XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10192	D36.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6526	O14.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3977	E79.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_30699	F52.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_18023	M54.12	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2314	M71.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10037	K43.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11091	C83.80	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10599	D21.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10610	D36.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10028	C84.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16901	D68.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4946	E06.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21759	T63.481A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21759	T63.481D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21759	T63.481S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21760	B00.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9858	O21.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13681	R68.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2913	G04.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9884	H35.039	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4971	E34.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2964	H47.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3717	I28.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8222	R82.71	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9946	S02.2XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9946	S02.2XXB	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9946	S02.2XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9946	S02.2XXG	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9946	S02.2XXK	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9946	S02.2XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2461	E24.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8361	T58.94XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8361	T58.94XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8361	T58.94XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4128	D75.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8178	F19.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2210	I11.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2209	I09.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22007	S13.9XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22007	S13.9XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22007	S13.9XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10688	M30.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2721	R22.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8055	B20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13959	T65.94XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13959	T65.94XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13959	T65.94XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13959	J70.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8743	T80.92XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8743	T80.92XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8743	T80.92XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9728	I77.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10557	C93.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3281	J98.11	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_20807	E88.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10714	K14.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4660	E87.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11502	M32.14	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4903	J86.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8776	B99.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15637	K44.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3343	L92.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8325	E20.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9608	Q82.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2460	E22.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2459	E23.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26621	Z20.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10758	M65.88	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8256	R34	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2269	B17.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2270	K85.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9980	H50.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9979	H50.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4711	I78.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11205	M46.40	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XB	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XC	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XE	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XF	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XG	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XH	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XJ	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XK	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XM	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XN	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11195	S52.90XP	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
