condition_id	icd10_code	created_at	updated_at
c_19919	S92.009B	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19919	S92.009D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19919	S92.009G	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19919	S92.009K	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19919	S92.009P	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19919	S92.009S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3506	N13.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13957	E23.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10043	G31.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21774	L60.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4377	F45.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4970	D35.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3740	H71.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14674	B19.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2337	C64.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14309	N85.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8592	E87.29	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10607	M72.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7389	B54	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7400	M21.619	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8307	E83.52	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11567	I21.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_375	M86.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10591	L94.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10601	L43.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10601	T50.905A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10601	T50.905D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10601	T50.905S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5010	G25.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8793	Q75.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6031	T81.590A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6031	T81.590D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6031	T81.590S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6031	L92.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7972	G93.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21757	L30.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2874	D59.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10181	E10.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8403	D89.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10364	D44.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10347	D24.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3862	D36.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2319	M25.50	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8115	A30.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2136	C85.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9796	A48.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9796	B95.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2918	C91.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22405	S05.10XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22405	S05.10XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22405	S05.10XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10008	H34.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26620	Z20.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10625	L85.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6212	D71	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2902	R37	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9839	N92.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2892	Q21.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9840	E28.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4699	N61.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9805	G12.29	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3227	R31.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9996	H25.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21878	K81.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9606	S06.0X0A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9606	S06.0X0D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9606	S06.0X0S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10199	N48.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11229	R07.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4944	E63.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2188	H40.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4362	K21.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10243	K13.21	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9274	M43.6	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2858	C80.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2303	L50.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2293	Q61.02	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10764	D21.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21799	F63.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21809	D48.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10026	L28.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9187	H35.109	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16908	D57.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2216	I45.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6697	R56.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8532	D47.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6707	B05.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10642	M32.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10460	D36.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10459	D49.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11524	I12.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11524	N18.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_23372	G57.60	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11507	N01.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21791	L82.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21801	L50.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9935	I87.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9702	E29.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10521	Q01.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8515	R09.81	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2049	K57.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2050	K57.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6143	D80.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10826	R19.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10677	L90.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2483	D63.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8766	D3A.098	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21792	L91.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21802	D47.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2954	R23.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8749	K31.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8750	K26.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7920	O36.8990	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4492	N28.85	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4502	M54.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2066	K25.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4318	H91.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2467	K13.70	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2814	D56.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4857	B89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17207	F31.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10859	D53.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_12927	R53.82	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3974	G91.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21818	L51.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8333	I24.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4889	I73.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8348	N15.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10286	D07.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8332	I31.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15157	Q39.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16040	S04.019A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16040	S04.019D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_16040	S04.019S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2284	N73.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4335	R16.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3454	M41.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_7379	M89.40	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26947	E66.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26599	M25.539	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26609	S93.519A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26609	S93.519D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26609	S93.519S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17806	J42	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10461	D36.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9848	N81.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10504	I77.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2267	K74.60	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6663	P59.29	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9752	K05.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4127	R94.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_25511	Q61.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9154	L57.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2944	N76.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17208	F31.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10321	D48.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2233	I26.99	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3775	Q85.00	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2251	K57.32	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8124	B75	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21731	L90.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10425	C56.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4371	D16.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_14673	B19.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4614	L94.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10398	C49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13045	I47.21	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21748	D03.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_1975	Z22.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8323	E73.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2119	A53.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3765	M40.209	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2120	A54.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8228	L55.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9666	R06.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10713	D89.813	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3645	T84.9XXA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3645	T84.9XXD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3645	T84.9XXS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2850	L21.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9771	R63.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5399	H72.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2137	C81.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2285	N72	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8783	E88.09	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XB	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XC	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XE	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XF	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XG	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XH	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XJ	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XK	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XM	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XN	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XP	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XQ	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XR	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9423	S72.90XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19214	R12	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4386	K92.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2225	L03.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_22882	K12.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21738	K13.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2328	R61	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9396	R10.829	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9092	P24.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8220	K92.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8219	K86.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3715	Q40.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_30031	H92.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_23052	E66.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_26574	N64.52	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10001	Q13.81	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17771	D46.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3341	N42.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8774	E74.12	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10252	Q82.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21782	L08.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10034	D23.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5469	N17.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10737	E21.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10391	C49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10401	C49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2953	D69.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4777	K62.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8811	T78.40XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8811	T78.40XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8811	T78.40XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8811	N77.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5434	D72.810	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8236	M79.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_374	I10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10746	S83.209A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10746	S83.209D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10746	S83.209S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11117	L12.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8402	D49.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8392	R57.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2936	R36.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_23373	M25.579	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13436	Q96.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10382	C49.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8758	D59.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10685	H11.159	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_6716	N48.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2502	Q43.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_18012	G58.7	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_20806	O36.20X0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4343	J38.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4370	C41.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9586	R23.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9711	K04.01	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21798	A48.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_21808	D48.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10893	H69.90	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10903	R09.89	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_17319	D73.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11558	F42.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10589	D04.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10660	L10.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10659	L10.2	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10600	L27.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10600	T50.905A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10600	T50.905D	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10600	T50.905S	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4778	Q04.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4587	I89.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9553	D61.818	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4336	K62.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5095	Q54.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10676	M06.30	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_5468	A52.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_3644	K56.609	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_13349	F11.10	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8116	A42.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_15174	Q42.3	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11455	N11.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29959	S49.90XA	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29959	S49.90XD	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_29959	S49.90XS	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_11525	R82.998	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4499	L93.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_4457	R22.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10651	D22.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_31625	R56.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10372	D23.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9562	M65.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_19111	Z67.20	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10305	C21.8	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2484	J06.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10773	C54.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_2224	I73.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_10190	L98.9	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9128	L44.4	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8149	E75.5	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_8150	E78.1	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_1951	J18.0	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
c_9917	S46.919A	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
