id	exclude_id	category
2a5df2f1-e0e4-45db-bbb9-0f3c1a1ca60c	6a82d566-31fb-46ba-b62b-cbb602b59525	P55
7e373d5a-98a9-4a5c-830f-67c3ce9afb67	59c5988b-733c-4aed-8820-d3a84e009580	E65
92dddab3-ce68-4ec6-a7c5-ccb7af876e9b	f0b9f5a9-dff2-4068-a6da-acb448c54be1	N63
95ae826c-b5a2-4f0d-9527-fa8276a6187e	6214727f-7e2c-44f2-88f0-791bf11e34ba	R42
8f85fae7-e00f-49f3-a3fe-ab0207f77769	ce2d1622-05f3-4b61-a051-9dc18cd5bd1b	R55
ebd92530-9ee8-44fb-8370-c76986ec6561	ea8b30e5-70aa-4821-a90f-f3b7bc1dbf04	N19
3a5f5216-524f-429d-a2e1-0a1f49634ac3	e3e9f18e-6966-47c9-85b3-a9e78fea9fc5	R32
66d015cb-6138-468b-8836-103631087b99	6ac0801a-9c57-4b85-acaf-b76299805057	E15
928b19b4-5ac1-4542-8d46-25359911b01b	114f1f74-a4bc-424a-8447-c3ceede76bc0	F04
6aa35e10-3435-4401-b172-fd10e0515cb8	e9f48a92-55a0-4e9f-94a0-04fbb4e8fca1	N23
e7a1b481-1314-4678-9fb3-c62dd6a2bff9	228b57ab-8737-4ec0-acef-459aeacb9fc3	R54
ab428142-de91-4d71-a501-1b9fa8ec3d98	bd39aeb3-581f-4bf6-a5aa-eb04610c6b21	R54
237a0cbb-5715-4e0d-a13b-bcdc6fc841af	43166740-3896-4fe7-ae70-d2d0174641a5	R54
f0f6783b-db4c-4722-8926-f723b9bf20dc	9f94a3e2-bf49-4b6b-a86d-e7b4dd1799fe	F33
