id	exclude_id	code_range_start	code_range_end	code_range_start_dash	code_range_end_dash
02e4445b-aed2-4383-a268-d47cfaed1a2d	61aedd27-45c6-4ca7-b269-eb242982dde1	T51	T65	f	f
474d8078-00fa-4297-bd93-481a97bff417	7903c594-ee5a-475d-a84b-5a1848c58b88	W88	W90	f	f
fa31d14c-9751-4758-b29b-5203a76e8328	7181f15c-3bbe-4932-ba92-0403c49ddbf6	Z93	Z99	f	f
5952c1f0-89dc-4598-bcea-ac85be0cfc8a	974b2452-cb88-4a24-b742-3df5a1829ec9	F11	F19	f	f
8cffc9b2-fe72-494f-9660-116df1e7bb5c	1fad4fd5-4d39-4dac-b874-1f4174906d63	B90	B94	f	f
cfdcd4f2-6b8d-4c5e-81f9-a8ee6deefd32	4dd3cc68-9900-4e21-a80c-aaac24555dc4	Z85.40	Z85.44	f	f
11b8d93c-a79d-4bac-bc89-463e353b54b8	85ff2b7e-f57e-4bf3-bb3d-722795f1959a	M20	M21	f	f
77ae412e-f115-4187-84f4-0aa7e885ae90	6b380024-b740-4039-a306-148f8726ef60	Q71	Q73	f	f
a316ca69-071d-45da-b05d-a6d19fa6e25f	191eb733-3409-486d-bc26-a58b430c493a	Z95.2	Z95.4	f	f
91eeda93-b42b-4063-baa2-f6676b9aa911	7546a09e-9639-4d47-8621-bbcd0853e96a	T82	T85	f	f
bb375d4f-0132-4cc4-9ab8-387ee904c018	e9f0a334-dc4e-4a8c-937c-271cba609d79	Z44	Z46	f	f
39420691-02f5-4fb3-a9d7-79a0d3668eda	84824d12-92d6-4dd1-ae2d-38bd6268bba5	T82	T85	f	f
3aeabdb4-5b7f-4cfc-8986-a520b81351e2	e1c03a75-bf79-45ab-958a-467cbb895c26	Z44	Z46	f	f
f9a0903f-887c-43bf-a265-9b8b52113e8c	5aa9a128-94ba-4c24-8631-b3df1f92dcb7	Z43	Z49	f	f
6f98eb9b-b086-451a-b0e3-29fedcbb82fa	eac63d93-a0fb-420a-8892-527d1ef19e3b	Z08	Z09	f	f
